"hit number","corpus","tokens","lemmas","text_title","text_date","text_time","text_sect","text_sub","text_user","sentence_id","text_urlmsg","text_urlboard","licence","date","total hits","Korp URL","params"
"309","S24","Elin siis elämäni jo , silloin olin niin onnellinen , silloin yritin .","elää siis elämä jo , silloin olla niin onnellinen , silloin yrittää .","Toisten välttely.","25.2.2014","17:18","Terveys","Ahdistus","Womanwithwings","8480682","http://keskustelu.suomi24.fi/t/12076485#comment-66417877","http://keskustelu.suomi24.fi/t/12076485","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"310","S24","Se ero narsistiseen ihmiseen , joka ei ole oikeasti narsisti on valtava .","se ero narsistinen ihminen , joka ei olla oikeasti narsisti olla valtava .","Narsistisen käytöksen lisääntyminen","17.11.2014","16:35","Terveys","Narsismi","kaikki itsekkäät ei NPH","8664502","http://keskustelu.suomi24.fi/t/12943746#comment-73647786","http://keskustelu.suomi24.fi/t/12943746","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"311","S24","Elämällä on pysyviä sivuvaikutuksia ja se on hyvä tiedostaa .","elämä olla pysyvä sivuvaikutus ja se olla hyvä tiedostaa .","Paras masennuslääke?","6.6.2013","12:34","Terveys","Masennus","sgdffg","2797920","http://keskustelu.suomi24.fi/t/11153938#comment-61866765","http://keskustelu.suomi24.fi/t/11153938","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"312","S24","Uskon että positiivisella asenteellakin on merkitystä , vaikka alku onkin tosi hankalan tuntuista .voimia .","uskoa että positiivinen asenne olla merkitys , vaikka alku olla tosi hankala tuntuinen .voimia .","Kantaluun murtuma","5.10.2012","15:22","Terveys","Leikkaus","heikkisakari62","669595","http://keskustelu.suomi24.fi/t/8566893#comment-57604955","http://keskustelu.suomi24.fi/t/8566893","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"313","S24","Sain silloin samaa lääkettä ja tunnin makoilun jälkeen olin taas kunnossa , mutta verenpaine hirveä vaikka pulssini oli vain 40. Toivon mukaan tästä vastauksestani on sulle jotain apua .","saada silloin sama lääke ja tunti makoilu jälkeen olla taas kunto , mutta verenpaine hirveä vaikka pulssi olla vain 40. Toivo mukaan tämä vastaus olla sä jokin apu .","Opamox - miten toimii?","7.6.2007","17:41","Terveys","Lääkkeet","helena10","387550","http://keskustelu.suomi24.fi/t/2865452#comment-23768319","http://keskustelu.suomi24.fi/t/2865452","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"314","S24","Söin jotain erikoista rasvaa jota kaveri oli tilannut mulle ja se lihotti se on tosi hyvää .","syödä jokin erikoinen rasva joka kaveri olla tilata mä ja se lihottaa se olla tosi hyvä .","tahdon lihota","24.7.2014","15:54","Terveys","Lihavuus","nelli","2837750","http://keskustelu.suomi24.fi/t/12378650#comment-68991080","http://keskustelu.suomi24.fi/t/12378650","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"315","S24","Olen muussakin elämässäni aivan samanlainen lykkäilijä , ja harmittaa todella , että en näin aikuisenakaan vielä hallitse itseäni varsinkaan näin työelämässä .","olla muu elämä aivan samanlainen lykkäilijä , ja harmittaa todella , että ei näin aikuinen vielä hallita itse varsin nähdä työelämä .","Myöhästyin taas","10.7.2014","09:42","Terveys","Ahdistus","olemme ihmisiä","8428697","http://keskustelu.suomi24.fi/t/12357451#comment-68763858","http://keskustelu.suomi24.fi/t/12357451","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"316","S24","Rasituksella ei tuntunut olevan vaikutusta asiaan ( 1 , 5 tuntia liikuntaa matalalla sykkeellä ) ja sykekin nousi ilmeisen normaalisti rasituksessa .","rasitus ei tuntua olla vaikutus asia ( 1 , 5 tunti liikunta matala syke ) ja syke nousta ilmeinen normaalisti rasitus .","Simvastatin-kokemuksia?","6.10.2010","15:38","Terveys","Lääkkeet","dan_76","3596340","http://keskustelu.suomi24.fi/t/3805685#comment-46168115","http://keskustelu.suomi24.fi/t/3805685","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"317","S24","olenhan sentään jo aikuinen nainen ..","olla sentään jo aikuinen nainen ..","Äiti on tuhonnut itsetuntoni","16.4.2013","19:18","Terveys","Masennus","minunkin kokemus","8143729","http://keskustelu.suomi24.fi/t/11410194#comment-61096045","http://keskustelu.suomi24.fi/t/11410194","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"318","S24","Suomi24 : ään kirjoittaminenkin on tullut helpommaksi , en olisi tällaista viestiä muutama kuukausi sitten uskaltanut kirjoittaa .","Suomi24 : ään kirjoittaa olla tulla helppo , ei olla tällainen viesti muutama kuukausi sitten uskaltaa kirjoittaa .","Ujot pojat ja miehet.","17.11.2012","15:17","Terveys","Ujous","omia huomioita","1260063","http://keskustelu.suomi24.fi/t/6246818#comment-58380699","http://keskustelu.suomi24.fi/t/6246818","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"319","S24","Alkoholi-palstalla muutama vastaus , ei montakaan löylykauhoista :D","alkoholi-palsta muutama vastaus , ei moni löylykauha :D","sydämestä otti yöllä","14.11.2014","14:25","Terveys","Alkoholismi","Valdemar Doris","5066194","http://keskustelu.suomi24.fi/t/12927276#comment-73474095","http://keskustelu.suomi24.fi/t/12927276","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"320","S24","Diagnoosien myötä menettää monia oikeuksia esim oikeus olla tulematta kidutetuksi ja kaikesta rangaistaan ankarammin kuin tavallista ihmistä .","diagnoosi myötä menettää moni oikeus esim oikeus olla tulla kiduttaa ja kaikki rangaista ankara kuin tavallinen ihminen .","psykologia on pelkkä vitsi","5.11.2014","15:58","Terveys","Yleistä mielenterveydestä","00000","8464143","http://keskustelu.suomi24.fi/t/12869304#comment-72990108","http://keskustelu.suomi24.fi/t/12869304","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"321","S24","Sitä suuremmalla syyllä on mun mielestä pelkästään onni , että tuo on peruttu ja siirretty , kuin että sen olis operoinu joku "" kisälli "" ...","se suuri syy olla mä mieli pelkästään onni , että tuo olla perua ja siirtää , kuin että se olla operoida joku "" kisälli "" ...","Sairaala perui leikkaus ajan","5.11.2014","13:38","Terveys","Leikkaus","Olisit onnellinen","5902055","http://keskustelu.suomi24.fi/t/12855489#comment-72983775","http://keskustelu.suomi24.fi/t/12855489","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"322","S24","Tupakka sisältää erittäin voimakasta myrkkyä nikotiinia , joka aiheuttaa vaikean fyysisen riippuvuuden .","tupakka sisältää erittäin voimakas myrkky nikotiini , joka aiheuttaa vaikea fyysinen riippuvuus .","Tupakan myynnistä","11.10.2004","13:47","Terveys","Tupakointi","Janne","9175008","http://keskustelu.suomi24.fi/t/1233698#comment-5833553","http://keskustelu.suomi24.fi/t/1233698","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"323","S24","Olen varmaan tässä mielessä lääkkeiden väärinkäyttäjä , tuota ei kai saisi joka ilta ottaa , Mutta olen niin hirveän pelon kourissa joka hetki tuon läheiseni sairauden puolesta ( se ei ole hengenvaarallinen mutta elämää muuttava ) .","olla varmaan tämä mieli lääke väärinkäyttäjä , tuo ei kai saada joka ilta ottaa , mutta olla niin hirveä pelko kourissa joka hetki tuo läheinen sairaus puolesta ( se ei olla hengenvaarallinen mutta elämä muuttaa ) .","Burn-out-lomalle?","1.12.2013","08:59","Terveys","Stressi ja burn-out","ei mitään","1027542","http://keskustelu.suomi24.fi/t/4694321#comment-64838517","http://keskustelu.suomi24.fi/t/4694321","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"324","S24","Ei niillä kuppiloiden könöttäjillä ole mitään miestissejä , kovimmat spurgut kun on aika laiheliineja .","ei se kuppila könöttäjillä olla mikään miestissi , kova spurgu kun olla aika laiheliini .","Kiusaaja sai ansionsa mukaan","22.7.2014","05:07","Terveys","Yksinäisyys","sick&#039;n tired","8880415","http://keskustelu.suomi24.fi/t/12379409#comment-68953308","http://keskustelu.suomi24.fi/t/12379409","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"325","S24","Pitäähän tälle hoitoporukalle olla varasuunnitelma .","pitää tämä hoitoporukka olla varasuunnitelma .","Kuulumisia","20.2.2014","11:40","Terveys","Omaishoitajat","exhoitaja","4054897","http://keskustelu.suomi24.fi/t/11979571#comment-66317044","http://keskustelu.suomi24.fi/t/11979571","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"326","S24","T .","T .","SORMUKSENI JUMISSA","19.2.2005","20:12","Terveys","Lihavuus","että","182366","http://keskustelu.suomi24.fi/t/1534311#comment-7426639","http://keskustelu.suomi24.fi/t/1534311","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"327","S24","Oon mä tehnyt alotteita paljonkin , tosin en viime parina vuotena enään mitään live alotteita en ole tehnyt .","olla mä tehdä alotteita paljon , tosin ei viime par vuosi enään mikään live alotteita ei olla tehdä .","Pitääks miehellä olla kavereita että","29.10.2013","23:36","Terveys","Yksinäisyys","kiltti mies.","3488625","http://keskustelu.suomi24.fi/t/11818783#comment-64262157","http://keskustelu.suomi24.fi/t/11818783","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"328","S24","Miksi sinä pohdit tuollaisia ?","miksi sinä pohtia tuollainen ?","itsemurha","24.10.2009","12:12","Terveys","Kuolema ja suru","WHAT I AM","4254790","http://keskustelu.suomi24.fi/t/5217526#comment-40599061","http://keskustelu.suomi24.fi/t/5217526","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"329","S24","Otin kerran asian esille oman lääkärini kanssa .","ottaa kerta asia esille oma lääkäri kanssa .","Lamotrigin","19.10.2011","18:11","Terveys","Kaksisuuntainen mielialahäiriö","Tuiskutuuli","8502098","http://keskustelu.suomi24.fi/t/6881926#comment-51741884","http://keskustelu.suomi24.fi/t/6881926","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"330","S24","Työt kyllä on tullut tehtyä ja siihen oloon on tottunut niin , ettei sitä "" maallikko "" huomaa .","työ kyllä olla tulla tehdä ja se olo olla tottua niin , ettäei se "" maallikko "" huomata .","mitä lääkkeitä syötte?","27.6.2009","21:44","Terveys","Kaksisuuntainen mielialahäiriö","bibopää.","1066033","http://keskustelu.suomi24.fi/t/8222122#comment-38542667","http://keskustelu.suomi24.fi/t/8222122","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"331","S24","Ne nenän jättimäiset ihomadot suurentuneissa ihohuokosissa , ah ..","se nenä jättimäinen ihomato suurentua ihohuokonen , ah ..","Ihon nyppiminen ja repiminen","10.2.2014","19:03","Terveys","Pakko-oireinen häiriö","Uupunut tähän","1243658","http://keskustelu.suomi24.fi/t/9008079#comment-66136069","http://keskustelu.suomi24.fi/t/9008079","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"332","S24",""" Dementia "" ei ole se mistä on kyse , vaan muistamattomuus , joka johtuu jo yksin omaan vahvoista kipulääkkeistä , huonosta nukkumisesta , syövän edetessä heikkenevästä kunnosta - kyseessä siis kuitenkin täysivaltainen henkilö , vaikka myös lääkäri on suositellut edunvalvontaa .",""" dementia "" ei olla se mikä olla kyse , vaan muistamattomuus , joka johtua jo yksin oma vahva kipulääke , huono nukkua , syöpä edetä heiketä kunto - kyse siis kuitenkin täysivaltainen henkilö , vaikka myös lääkäri olla suositella edunvalvonta .","Miten häätää ""Auervaara""?!","24.10.2014","23:19","Terveys","Narsismi","Ryöstää vanhuksen","8676675","http://keskustelu.suomi24.fi/t/12777183#comment-72365838","http://keskustelu.suomi24.fi/t/12777183","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"333","S24","Mun kohtaus johtui siitä kun aloin tuntea kipua rinnassa ja tietenkin ensimmäisenä tuli jokin sydänvika mieleen .","mä kohtaus johtua se kun alkaa tuntea kipu rinta ja tietenkin ensimmäinen tulla jokin sydänvika mieli .","paniikkikohtaus öisin","21.11.2007","21:29","Terveys","Paniikkihäiriö","...","8402464","http://keskustelu.suomi24.fi/t/872784#comment-26991978","http://keskustelu.suomi24.fi/t/872784","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"334","S24","Kannattaa kehdata , et ole ainut , jota hyvä ruoka lihottaa .","kannattaa kehdata , ei olla ainu , joka hyvä ruoka lihottaa .","Sosiaaliset taidot ja niiden puute","24.10.2014","14:22","Terveys","Yksinäisyys","Mika M.","7159169","http://keskustelu.suomi24.fi/t/12783417#comment-72335772","http://keskustelu.suomi24.fi/t/12783417","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"335","S24","Nytkin on niin kauhea ikävä , miten paras ystävä pärjää yksin:ennenkuin veljeni tulee töistä .","nyt olla niin kauhea ikävä , miten paras ystävä pärjätä yksin:ennenkuin veli tulla työ .","Lemmikin kuolema","17.10.2006","11:44","Terveys","Kuolema ja suru","2 kertainen suru","2296688","http://keskustelu.suomi24.fi/t/3511054#comment-18560347","http://keskustelu.suomi24.fi/t/3511054","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"336","S24","Päivittäinen laukeaminen ei ainakaan helpottanut tilannetta , vaikka tätä lääkäri suositteli .","päivittäinen laueta ei aina helpottaa tilanne , vaikka tämä lääkäri suositella .","krooninen eturauhastulehdus....","2.10.2011","21:01","Terveys","Kysy terveydestä","setäz","3282267","http://keskustelu.suomi24.fi/t/609450#comment-51492402","http://keskustelu.suomi24.fi/t/609450","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"337","S24","Siellä on tosiaan puhelinaikoja ja käyntiaikoja viikoittain .","siellä olla tosiaan puhelinaika ja käyntiaika viikoittain .","Varoitus neurolepteistä!","11.1.2014","11:18","Terveys","Skitsofrenia","","4037034","http://keskustelu.suomi24.fi/t/10066317#comment-65551467","http://keskustelu.suomi24.fi/t/10066317","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"338","S24","Nyt olen syönyt kaksi laattaa Zoelyja .","nyt olla syödä kaksi laatta Zoelyja .","Kokemuksia Zoely-pillereistä","1.7.2012","09:45","Terveys","Kuukautiset","wendy83","5461132","http://keskustelu.suomi24.fi/t/10447560#comment-55946858","http://keskustelu.suomi24.fi/t/10447560","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"339","S24","Itsellä projekti lähti viikon 1 alusta ja 6.6kg on nyt lähtenyt , eli vielä on 18 , 4kg jäljellä !","itse projekti lähteä viikko 1 alku ja 6.6kg olla nyt lähteä , eli vielä olla 18 , 4kg jäljellä !","Mitä syötte?","23.2.2011","11:21","Terveys","Yleistä laihdutuksesta","-25kg haaveena!","10001895","http://keskustelu.suomi24.fi/t/9684846#comment-48243050","http://keskustelu.suomi24.fi/t/9684846","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
"340","S24","Se on täyttä pa*ska-puhetta , jo sitä käyttää vain esiintymiseen Itselläni on monta vuotta välissä , etten ole käyttänyt , mutta sitten taas kun tarvettaa on tuntunut olevan , olen käyttänyt .","se olla täysi pa*ska-puhetta , jo se käyttää vain esiintyä itse olla moni vuosi välissä , ettäei olla käyttää , mutta sitten taas kun tarvettaa olla tuntua olla , olla käyttää .","Apua jännitykseen, vastatkaa kiitos!","9.12.2013","00:24","Terveys","Pelot ja jännitys","Tsemppiä matkaan !","8715367","http://keskustelu.suomi24.fi/t/11867231#comment-64977623","http://keskustelu.suomi24.fi/t/11867231","CC BY-NC (CLARIN PUB)","2019-03-02 16:02:29","8851905","https://korp.csc.fi/#?stats_reduce=word&cqp=%5B_.text_sect%20%3D%20%22%22%5D&corpus=s24&search_tab=2&sort=random&random_seed=5344467&hpp=1000&search=cqp%7C%5B_.text_sect%20%3D%20%22Terveys%22%5D","corpus=S24; cqp=[_.text_sect = ""Terveys""]; defaultcontext=1 sentence; defaultwithin=sentence; sort=random; start=0; end=999"
